timestamp	epoch	step	accuracy	loss
1725990588.8127491	0	1	0.1250	2.2902
1725990589.7013261	0	2	0.1250	2.3228
1725990589.706093	0	3	0.0625	2.3435
1725990589.710203	0	4	0.0312	2.3328
1725990589.7147799	0	5	0.0938	2.3437
1725990589.719151	0	6	0.0625	2.3044
1725990589.722909	0	7	0.0625	2.2880
1725990589.726711	0	8	0.1250	2.3067
1725990589.73101	0	9	0.0938	2.3091
1725990589.735518	0	10	0.0625	2.2990
1725990589.7392771	0	11	0.1250	2.2855
1725990589.746445	0	12	0.1250	2.3641
1725990589.750846	0	13	0.1562	2.2881
1725990589.75454	0	14	0.0938	2.3740
1725990589.758652	0	15	0.0625	2.3168
1725990589.763319	0	16	0.1250	2.3075
1725990589.77089	0	17	0.1562	2.3083
1725990589.8092968	0	18	0.0625	2.3069
1725990589.891325	0	19	0.1250	2.2913
1725990589.901713	0	20	0.1875	2.2350
1725990589.9131992	0	21	0.0938	2.2904
1725990589.9209988	0	22	0.0938	2.3210
1725990589.926275	0	23	0.0312	2.2996
1725990589.931435	0	24	0.1250	2.2920
1725990589.936991	0	25	0.0938	2.2889
1725990589.9417741	0	26	0.1562	2.2625
1725990589.948247	0	27	0.0625	2.3025
1725990589.952857	0	28	0.1250	2.2943
1725990589.957101	0	29	0.0938	2.2748
1725990589.9641201	0	30	0.0312	2.3158
1725990589.969111	0	31	0.0625	2.2913
1725990589.973912	0	32	0.0938	2.2884
1725990589.9809349	0	33	0.0938	2.3056
1725990589.985729	0	34	0.1875	2.2401
1725990589.990318	0	35	0.1875	2.2787
1725990589.997185	0	36	0.2500	2.2737
1725990590.00316	0	37	0.0625	2.2976
1725990590.008089	0	38	0.1875	2.2823
1725990590.0141351	0	39	0.1562	2.2614
1725990590.018938	0	40	0.3750	2.2278
1725990590.0240152	0	41	0.2812	2.2558
1725990590.0305731	0	42	0.2188	2.2691
1725990590.0351071	0	43	0.2188	2.2622
1725990590.0395122	0	44	0.0625	2.2858
1725990590.045929	0	45	0.2500	2.2828
1725990590.0497768	0	46	0.2188	2.2698
1725990590.0536919	0	47	0.0938	2.2720
1725990590.057722	0	48	0.2500	2.2605
1725990590.0615182	0	49	0.1875	2.2762
1725990590.065391	0	50	0.1875	2.2672
1725990590.06935	0	51	0.2500	2.2635
1725990590.073208	0	52	0.1250	2.2435
1725990590.07712	0	53	0.2188	2.2376
1725990590.080961	0	54	0.2812	2.2454
1725990590.084984	0	55	0.2812	2.2201
1725990590.08888	0	56	0.2500	2.2385
1725990590.092696	0	57	0.1250	2.2635
1725990590.0966022	0	58	0.1562	2.2554
1725990590.1007519	0	59	0.1562	2.2782
1725990590.104671	0	60	0.1562	2.2571
1725990590.1084769	0	61	0.1562	2.2385
1725990590.1124978	0	62	0.2812	2.2480
1725990590.116287	0	63	0.1250	2.2742
1725990590.120229	0	64	0.2500	2.2279
1725990590.124165	0	65	0.1875	2.2480
1725990590.127981	0	66	0.2188	2.2881
1725990590.131851	0	67	0.2500	2.2163
1725990590.1362612	0	68	0.1875	2.2191
1725990590.14031	0	69	0.2188	2.2679
1725990590.1442711	0	70	0.2812	2.2093
1725990590.14872	0	71	0.2812	2.2450
1725990590.1529448	0	72	0.1562	2.2604
1725990590.156841	0	73	0.2500	2.2426
1725990590.160854	0	74	0.2188	2.2385
1725990590.165184	0	75	0.2812	2.2130
1725990590.1695192	0	76	0.1875	2.2654
1725990590.1738482	0	77	0.2812	2.2020
1725990590.180525	0	78	0.2500	2.2261
1725990590.184961	0	79	0.2812	2.1994
1725990590.189236	0	80	0.2500	2.2282
1725990590.193408	0	81	0.3438	2.2298
1725990590.1974761	0	82	0.2188	2.2418
1725990590.201662	0	83	0.3125	2.2283
1725990590.2064111	0	84	0.2500	2.2381
1725990590.211342	0	85	0.3750	2.2025
1725990590.217876	0	86	0.2500	2.2219
1725990590.222741	0	87	0.2188	2.2209
1725990590.22801	0	88	0.3750	2.2068
1725990590.23432	0	89	0.5000	2.1643
1725990590.239475	0	90	0.3125	2.2023
1725990590.248061	0	91	0.4375	2.1723
1725990590.254399	0	92	0.2812	2.2020
1725990590.263092	0	93	0.2500	2.2001
1725990590.305784	0	94	0.3750	2.1721
1725990590.349138	0	95	0.4688	2.1770
1725990590.359203	0	96	0.3125	2.1937
1725990590.3959198	0	97	0.3438	2.2076
1725990590.4035141	0	98	0.6250	2.1359
1725990590.408899	0	99	0.4688	2.1468
1725990590.414152	0	100	0.4375	2.1463
1725990590.419557	0	101	0.4062	2.1469
1725990590.425577	0	102	0.5625	2.0994
1725990590.430419	0	103	0.4688	2.1462
1725990590.435047	0	104	0.4375	2.1109
1725990590.4409668	0	105	0.4062	2.1569
1725990590.44606	0	106	0.4062	2.1229
1725990590.451066	0	107	0.4375	2.1229
1725990590.455969	0	108	0.4688	2.0993
1725990590.463022	0	109	0.5938	2.0775
1725990590.467996	0	110	0.3750	2.1816
1725990590.473376	0	111	0.6250	2.0947
1725990590.480932	0	112	0.5000	2.0698
1725990590.48602	0	113	0.4375	2.1075
1725990590.4906251	0	114	0.5625	2.1099
1725990590.497175	0	115	0.6562	2.0246
1725990590.50227	0	116	0.4062	2.1760
1725990590.5065658	0	117	0.4375	2.0709
1725990590.5124638	0	118	0.4688	2.1196
1725990590.516957	0	119	0.5938	2.0720
1725990590.520971	0	120	0.6875	2.0000
1725990590.5249732	0	121	0.4062	2.0993
1725990590.530123	0	122	0.6250	2.0390
1725990590.534525	0	123	0.4688	2.0818
1725990590.538388	0	124	0.6250	2.0246
1725990590.54283	0	125	0.6250	2.0613
1725990590.547026	0	126	0.5000	2.0720
1725990590.5516028	0	127	0.6250	1.9845
1725990590.555799	0	128	0.5312	2.0525
1725990590.562443	0	129	0.5938	2.0644
1725990590.566984	0	130	0.4688	2.0265
1725990590.57092	0	131	0.6250	1.9336
1725990590.574945	0	132	0.6250	2.0089
1725990590.581341	0	133	0.5000	2.0357
1725990590.585622	0	134	0.6875	1.9349
1725990590.589867	0	135	0.5000	2.0327
1725990590.5959759	0	136	0.5312	1.9273
1725990590.599948	0	137	0.4688	2.0327
1725990590.604011	0	138	0.6875	1.8640
1725990590.608014	0	139	0.5625	1.9828
1725990590.613463	0	140	0.6875	1.9211
1725990590.617476	0	141	0.6562	1.9192
1725990590.621291	0	142	0.6250	1.9705
1725990590.6250932	0	143	0.6250	1.9582
1725990590.6290472	0	144	0.7188	1.8570
1725990590.632818	0	145	0.5000	1.9791
1725990590.636689	0	146	0.5938	1.9386
1725990590.640783	0	147	0.6875	1.8687
1725990590.644661	0	148	0.6562	1.8595
1725990590.648618	0	149	0.5312	1.9346
1725990590.652652	0	150	0.6250	1.8796
1725990590.6567838	0	151	0.6250	1.8530
1725990590.66107	0	152	0.6250	1.7833
1725990590.665384	0	153	0.6875	1.7723
1725990590.669481	0	154	0.6562	1.8063
1725990590.673613	0	155	0.6562	1.7912
1725990590.677664	0	156	0.5000	1.8127
1725990590.681813	0	157	0.6875	1.7146
1725990590.6857831	0	158	0.5625	1.7701
1725990590.68991	0	159	0.6562	1.7262
1725990590.6938188	0	160	0.6562	1.6867
1725990590.6977658	0	161	0.7500	1.5944
1725990590.701716	0	162	0.6562	1.7248
1725990590.705583	0	163	0.6875	1.7373
1725990590.709524	0	164	0.6250	1.6383
1725990590.713357	0	165	0.6250	1.6163
1725990590.718025	0	166	0.6250	1.6611
1725990590.721913	0	167	0.5625	1.7271
1725990590.72836	0	168	0.6875	1.5461
1725990590.732181	0	169	0.8438	1.4053
1725990590.735989	0	170	0.5625	1.5928
1725990590.7505548	0	171	0.7188	1.4919
1725990590.829511	0	172	0.6250	1.5280
1725990590.834456	0	173	0.5938	1.5213
1725990590.8403032	0	174	0.7188	1.3812
1725990590.8464692	0	175	0.5938	1.7116
1725990590.850662	0	176	0.5938	1.4081
1725990590.854542	0	177	0.6562	1.3192
1725990590.85844	0	178	0.6562	1.5071
1725990590.863474	0	179	0.7500	1.2823
1725990590.867757	0	180	0.7188	1.3854
1725990590.871456	0	181	0.7500	1.4384
1725990590.87601	0	182	0.6875	1.4134
1725990590.8803892	0	183	0.7188	1.2760
1725990590.8850172	0	184	0.6562	1.3578
1725990590.888835	0	185	0.7188	1.2735
1725990590.8949409	0	186	0.8125	1.0797
1725990590.899602	0	187	0.5000	1.2977
1725990590.9037719	0	188	0.7188	1.2201
1725990590.9077609	0	189	0.7188	1.2835
1725990590.914154	0	190	0.7812	1.3027
1725990590.918848	0	191	0.5938	1.3603
1725990590.922983	0	192	0.5000	1.3512
1725990590.929585	0	193	0.7812	1.0152
1725990590.9343748	0	194	0.6875	1.0856
1725990590.938453	0	195	0.5312	1.2195
1725990590.945029	0	196	0.6875	1.1312
1725990590.949506	0	197	0.8125	0.9592
1725990590.953654	0	198	0.7500	1.0497
1725990590.9578722	0	199	0.7500	1.1792
1725990590.964299	0	200	0.7812	1.1045
1725990590.968639	0	201	0.6250	1.1524
1725990590.973681	0	202	0.8125	0.9151
1725990590.9800608	0	203	0.7188	1.2796
1725990590.9847329	0	204	0.8438	0.6933
1725990590.9888709	0	205	0.6875	0.9500
1725990590.995129	0	206	0.8438	0.7460
1725990590.999132	0	207	0.8438	0.8755
1725990591.003521	0	208	0.8438	0.8858
1725990591.007552	0	209	0.8125	0.8155
1725990591.011473	0	210	0.7188	1.0911
1725990591.015316	0	211	0.8125	0.8970
1725990591.019289	0	212	0.6875	0.9957
1725990591.023503	0	213	0.7500	0.9976
1725990591.027554	0	214	0.6250	0.9823
1725990591.031445	0	215	0.7812	0.9847
1725990591.0355358	0	216	0.8438	0.6543
1725990591.039922	0	217	0.6562	1.1112
1725990591.0443552	0	218	0.9062	0.6105
1725990591.048908	0	219	0.6875	0.8423
1725990591.053356	0	220	0.7812	0.8677
1725990591.0580301	0	221	0.7812	0.8164
1725990591.064163	0	222	0.7812	0.8026
1725990591.06899	0	223	0.6562	0.9893
1725990591.073462	0	224	0.8125	0.9971
1725990591.07803	0	225	0.8438	0.6946
1725990591.082569	0	226	0.7500	0.8752
1725990591.087017	0	227	0.6250	1.0734
1725990591.091752	0	228	0.8125	0.7927
1725990591.0965838	0	229	0.7500	0.7312
1725990591.101425	0	230	0.7188	0.8032
1725990591.106055	0	231	0.8125	0.7293
1725990591.110228	0	232	0.7812	0.9105
1725990591.115068	0	233	0.6562	0.9063
1725990591.119909	0	234	0.5625	1.1341
1725990591.124405	0	235	0.7500	0.7602
1725990591.13065	0	236	0.9375	0.6097
1725990591.134987	0	237	0.8438	0.7464
1725990591.139346	0	238	0.6250	1.0729
1725990591.143203	0	239	0.7188	1.0377
1725990591.1471949	0	240	0.7812	0.7609
1725990591.151042	0	241	0.6562	0.9722
1725990591.154957	0	242	0.8125	0.6552
1725990591.159136	0	243	0.7812	0.8615
1725990591.163166	0	244	0.6875	0.8858
1725990591.1718678	0	245	0.8750	0.5476
1725990591.21936	0	246	0.7812	0.5767
1725990591.2829509	0	247	0.8125	0.6667
1725990591.29202	0	248	0.7188	0.9192
1725990591.302476	0	249	0.7500	0.8661
1725990591.3105779	0	250	0.8438	0.5261
1725990591.315586	0	251	0.8750	0.6305
1725990591.319385	0	252	0.8438	0.6728
1725990591.323371	0	253	0.8438	0.6388
1725990591.327395	0	254	0.7500	0.7502
1725990591.331466	0	255	0.7500	0.8522
1725990591.3352032	0	256	0.8438	0.7032
1725990591.339357	0	257	0.8125	0.6408
1725990591.344456	0	258	0.7812	0.5703
1725990591.348944	0	259	0.8438	0.4485
1725990591.353838	0	260	0.7500	0.7696
1725990591.357824	0	261	0.9062	0.5613
1725990591.364017	0	262	0.7500	0.6236
1725990591.367944	0	263	0.5938	1.0872
1725990591.371923	0	264	0.6562	0.8945
1725990591.375804	0	265	0.7188	1.0014
1725990591.379693	0	266	0.8438	0.6368
1725990591.38384	0	267	0.8438	0.4952
1725990591.3876631	0	268	0.8125	0.6225
1725990591.3916512	0	269	0.8125	0.7346
1725990591.395539	0	270	0.7812	0.9289
1725990591.399658	0	271	0.9688	0.3280
1725990591.403691	0	272	0.8125	0.7929
1725990591.40759	0	273	0.7500	0.5480
1725990591.4114618	0	274	0.8125	0.5676
1725990591.4153652	0	275	0.8750	0.5234
1725990591.419368	0	276	0.6875	0.8736
1725990591.423312	0	277	0.8125	0.4399
1725990591.427091	0	278	0.8125	0.6829
1725990591.4308789	0	279	0.6875	1.0695
1725990591.4348218	0	280	0.9062	0.5094
