timestamp	epoch	step	accuracy	loss
1711161321.599114	0	1	0.1250	2.2902
1711161322.2002618	0	2	0.1250	2.3228
1711161322.204648	0	3	0.0625	2.3435
1711161322.208189	0	4	0.0312	2.3328
1711161322.2115011	0	5	0.0938	2.3437
1711161322.214803	0	6	0.0625	2.3044
1711161322.218026	0	7	0.0625	2.2880
1711161322.2212632	0	8	0.1250	2.3067
1711161322.22502	0	9	0.0938	2.3091
1711161322.228571	0	10	0.0625	2.2990
1711161322.232028	0	11	0.1250	2.2855
1711161322.235627	0	12	0.1250	2.3641
1711161322.239468	0	13	0.1562	2.2881
1711161322.243698	0	14	0.0938	2.3740
1711161322.247275	0	15	0.0625	2.3168
1711161322.250891	0	16	0.1250	2.3075
1711161322.2546291	0	17	0.1562	2.3083
1711161322.258392	0	18	0.0625	2.3069
1711161322.262061	0	19	0.1250	2.2913
1711161322.265732	0	20	0.1875	2.2350
1711161322.2694669	0	21	0.0938	2.2904
1711161322.273407	0	22	0.0938	2.3210
1711161322.2770061	0	23	0.0312	2.2996
1711161322.280902	0	24	0.1250	2.2920
1711161322.2846248	0	25	0.0938	2.2889
1711161322.2882519	0	26	0.1562	2.2625
1711161322.292078	0	27	0.0625	2.3025
1711161322.29582	0	28	0.1250	2.2943
1711161322.299584	0	29	0.0938	2.2748
1711161322.303306	0	30	0.0312	2.3158
1711161322.307153	0	31	0.0625	2.2913
1711161322.3109388	0	32	0.0938	2.2884
1711161322.314645	0	33	0.0938	2.3056
1711161322.3186681	0	34	0.1875	2.2401
1711161322.322606	0	35	0.1875	2.2787
1711161322.326347	0	36	0.2500	2.2737
1711161322.3300512	0	37	0.0625	2.2976
1711161322.3339589	0	38	0.1875	2.2823
1711161322.3377202	0	39	0.1562	2.2614
1711161322.34172	0	40	0.3750	2.2278
1711161322.345609	0	41	0.2812	2.2558
1711161322.349389	0	42	0.2188	2.2691
1711161322.353068	0	43	0.2188	2.2622
1711161322.356771	0	44	0.0625	2.2858
1711161322.360461	0	45	0.2500	2.2828
1711161322.364218	0	46	0.2188	2.2698
1711161322.367858	0	47	0.0938	2.2720
1711161322.371716	0	48	0.2500	2.2605
1711161322.376558	0	49	0.1875	2.2762
1711161322.380404	0	50	0.1875	2.2672
1711161322.384861	0	51	0.2500	2.2635
1711161322.388562	0	52	0.1250	2.2435
1711161322.392389	0	53	0.2188	2.2376
1711161322.396087	0	54	0.2812	2.2454
1711161322.3999932	0	55	0.2812	2.2201
1711161322.403709	0	56	0.2500	2.2385
1711161322.407637	0	57	0.1250	2.2635
1711161322.411354	0	58	0.1562	2.2554
1711161322.415114	0	59	0.1562	2.2782
1711161322.419034	0	60	0.1562	2.2571
1711161322.422982	0	61	0.1562	2.2385
1711161322.4268649	0	62	0.2812	2.2480
1711161322.430749	0	63	0.1250	2.2742
1711161322.434596	0	64	0.2500	2.2279
1711161322.438335	0	65	0.1875	2.2480
1711161322.442229	0	66	0.2188	2.2881
1711161322.446028	0	67	0.2500	2.2163
1711161322.4500532	0	68	0.1875	2.2191
