timestamp	epoch	step	accuracy	loss
1711156424.784151	0	1	0.1250	2.2902
1711156427.474447	0	2	0.1250	2.3228
1711156427.4801888	0	3	0.0625	2.3435
1711156427.483835	0	4	0.0312	2.3328
1711156427.487382	0	5	0.0938	2.3437
1711156427.490947	0	6	0.0625	2.3044
1711156427.494456	0	7	0.0625	2.2880
1711156427.498474	0	8	0.1250	2.3067
1711156427.502398	0	9	0.0938	2.3091
1711156427.506405	0	10	0.0625	2.2990
1711156427.5107179	0	11	0.1250	2.2855
1711156427.514511	0	12	0.1250	2.3641
1711156427.518225	0	13	0.1562	2.2881
1711156427.522115	0	14	0.0938	2.3740
1711156427.5258482	0	15	0.0625	2.3168
1711156427.529717	0	16	0.1250	2.3075
1711156427.533385	0	17	0.1562	2.3083
1711156427.537153	0	18	0.0625	2.3069
1711156427.5408971	0	19	0.1250	2.2913
1711156427.544888	0	20	0.1875	2.2350
1711156427.548699	0	21	0.0938	2.2904
1711156427.5525901	0	22	0.0938	2.3210
1711156427.5565681	0	23	0.0312	2.2996
1711156427.5602171	0	24	0.1250	2.2920
1711156427.564169	0	25	0.0938	2.2889
1711156427.567894	0	26	0.1562	2.2625
1711156427.571666	0	27	0.0625	2.3025
1711156427.575358	0	28	0.1250	2.2943
1711156427.579198	0	29	0.0938	2.2748
1711156427.583153	0	30	0.0312	2.3158
1711156427.5868669	0	31	0.0625	2.2913
1711156427.590682	0	32	0.0938	2.2884
1711156427.5944378	0	33	0.0938	2.3056
1711156427.598248	0	34	0.1875	2.2401
1711156427.602147	0	35	0.1875	2.2787
1711156427.605879	0	36	0.2500	2.2737
1711156427.6095822	0	37	0.0625	2.2976
1711156427.613246	0	38	0.1875	2.2823
1711156427.617009	0	39	0.1562	2.2614
1711156427.6206899	0	40	0.3750	2.2278
1711156427.6242921	0	41	0.2812	2.2558
1711156427.6280751	0	42	0.2188	2.2691
1711156427.631829	0	43	0.2188	2.2622
1711156427.635593	0	44	0.0625	2.2858
1711156427.6395469	0	45	0.2500	2.2828
1711156427.643877	0	46	0.2188	2.2698
1711156427.647603	0	47	0.0938	2.2720
1711156427.651797	0	48	0.2500	2.2605
1711156427.6555882	0	49	0.1875	2.2762
1711156427.659432	0	50	0.1875	2.2672
1711156427.663104	0	51	0.2500	2.2635
1711156427.667094	0	52	0.1250	2.2435
1711156427.670826	0	53	0.2188	2.2376
1711156427.674773	0	54	0.2812	2.2454
1711156427.67859	0	55	0.2812	2.2201
1711156427.682461	0	56	0.2500	2.2385
1711156427.686282	0	57	0.1250	2.2635
1711156427.690023	0	58	0.1562	2.2554
1711156427.69409	0	59	0.1562	2.2782
1711156427.698014	0	60	0.1562	2.2571
1711156427.702414	0	61	0.1562	2.2385
1711156427.7062788	0	62	0.2812	2.2480
1711156427.710166	0	63	0.1250	2.2742
1711156427.713961	0	64	0.2500	2.2279
1711156427.7175958	0	65	0.1875	2.2480
1711156427.721333	0	66	0.2188	2.2881
1711156427.725159	0	67	0.2500	2.2163
1711156427.7289312	0	68	0.1875	2.2191
1711156427.732855	0	69	0.2188	2.2679
1711156427.73647	0	70	0.2812	2.2093
1711156427.7403038	0	71	0.2812	2.2450
1711156427.744194	0	72	0.1562	2.2604
1711156427.7479758	0	73	0.2500	2.2426
1711156427.751889	0	74	0.2188	2.2385
1711156427.755893	0	75	0.2812	2.2130
1711156427.7594922	0	76	0.1875	2.2654
1711156427.76368	0	77	0.2812	2.2020
1711156427.7675252	0	78	0.2500	2.2261
1711156427.771245	0	79	0.2812	2.1994
1711156427.77511	0	80	0.2500	2.2282
1711156427.778917	0	81	0.3438	2.2298
1711156427.7828858	0	82	0.2188	2.2418
1711156427.7866812	0	83	0.3125	2.2283
1711156427.790539	0	84	0.2500	2.2381
1711156427.795014	0	85	0.3750	2.2025
1711156427.7986848	0	86	0.2500	2.2219
1711156427.803682	0	87	0.2188	2.2209
1711156427.807473	0	88	0.3750	2.2068
