timestamp	epoch	step	accuracy	loss
1727147254.337447	0	1	0.1250	2.2903
1727147254.905366	0	2	0.1250	2.3227
1727147254.910275	0	3	0.0625	2.3434
1727147254.914198	0	4	0.0312	2.3325
1727147254.9182029	0	5	0.0938	2.3437
1727147254.923321	0	6	0.0625	2.3044
1727147254.92786	0	7	0.0625	2.2879
1727147254.931537	0	8	0.1250	2.3067
1727147254.93598	0	9	0.0938	2.3092
1727147254.9403672	0	10	0.0625	2.2992
1727147254.944767	0	11	0.1250	2.2855
1727147254.949078	0	12	0.1250	2.3641
1727147254.9538062	0	13	0.1562	2.2880
1727147254.958099	0	14	0.0938	2.3739
1727147254.962655	0	15	0.0625	2.3165
1727147254.966992	0	16	0.1250	2.3077
1727147254.971263	0	17	0.1562	2.3086
1727147254.9756942	0	18	0.0625	2.3066
1727147254.980457	0	19	0.1250	2.2910
1727147254.984896	0	20	0.1875	2.2347
1727147254.9903219	0	21	0.0938	2.2908
1727147254.994903	0	22	0.0938	2.3212
1727147254.999507	0	23	0.0312	2.2995
1727147255.003975	0	24	0.1250	2.2917
1727147255.008563	0	25	0.0938	2.2884
1727147255.012896	0	26	0.1875	2.2623
1727147255.017375	0	27	0.0625	2.3021
1727147255.022826	0	28	0.1250	2.2946
1727147255.0272598	0	29	0.0938	2.2746
1727147255.031578	0	30	0.0312	2.3156
1727147255.0361311	0	31	0.0625	2.2907
1727147255.040392	0	32	0.0938	2.2878
1727147255.044962	0	33	0.0938	2.3057
1727147255.049803	0	34	0.1875	2.2400
1727147255.055004	0	35	0.1875	2.2781
1727147255.059844	0	36	0.2500	2.2730
1727147255.064429	0	37	0.0938	2.2975
1727147255.069346	0	38	0.1875	2.2820
1727147255.07374	0	39	0.1562	2.2607
1727147255.07825	0	40	0.3750	2.2276
1727147255.0828831	0	41	0.2812	2.2548
1727147255.087487	0	42	0.2812	2.2679
1727147255.092309	0	43	0.2188	2.2622
1727147255.096749	0	44	0.0625	2.2855
1727147255.101174	0	45	0.2500	2.2826
1727147255.105691	0	46	0.2188	2.2692
1727147255.109959	0	47	0.0938	2.2717
1727147255.115038	0	48	0.2500	2.2596
1727147255.11993	0	49	0.1875	2.2759
1727147255.126394	0	50	0.1875	2.2658
1727147255.132273	0	51	0.2500	2.2623
1727147255.1382751	0	52	0.1250	2.2427
1727147255.144161	0	53	0.2188	2.2366
1727147255.149222	0	54	0.2812	2.2452
1727147255.1543748	0	55	0.2812	2.2197
1727147255.159807	0	56	0.2500	2.2378
1727147255.1652129	0	57	0.0938	2.2629
1727147255.170347	0	58	0.1875	2.2539
1727147255.175332	0	59	0.1562	2.2780
1727147255.180544	0	60	0.1562	2.2580
1727147255.1861818	0	61	0.1562	2.2376
1727147255.191817	0	62	0.2812	2.2463
1727147255.1973681	0	63	0.1562	2.2736
1727147255.202497	0	64	0.2812	2.2261
1727147255.207511	0	65	0.2188	2.2479
1727147255.2130728	0	66	0.2188	2.2843
1727147255.218976	0	67	0.2500	2.2142
1727147255.2243571	0	68	0.1875	2.2172
1727147255.229255	0	69	0.2500	2.2650
1727147255.234022	0	70	0.2812	2.2076
1727147255.238537	0	71	0.2812	2.2418
1727147255.2429178	0	72	0.1562	2.2596
1727147255.247555	0	73	0.2500	2.2395
1727147255.252247	0	74	0.2500	2.2331
1727147255.257118	0	75	0.2812	2.2110
1727147255.2617102	0	76	0.1875	2.2602
1727147255.266253	0	77	0.2812	2.2008
1727147255.270907	0	78	0.2188	2.2236
1727147255.275502	0	79	0.3125	2.1942
1727147255.2800581	0	80	0.2500	2.2244
1727147255.2845209	0	81	0.3438	2.2239
1727147255.289834	0	82	0.2188	2.2346
1727147255.294398	0	83	0.3438	2.2238
1727147255.298941	0	84	0.3125	2.2323
1727147255.303384	0	85	0.4062	2.2014
1727147255.307905	0	86	0.2188	2.2172
1727147255.312532	0	87	0.2188	2.2171
1727147255.31696	0	88	0.3750	2.2032
1727147255.321834	0	89	0.5312	2.1594
1727147255.326373	0	90	0.4062	2.1958
1727147255.330821	0	91	0.4688	2.1696
1727147255.3357282	0	92	0.4375	2.1970
1727147255.340254	0	93	0.2812	2.1962
1727147255.344838	0	94	0.4688	2.1674
1727147255.349486	0	95	0.4688	2.1706
1727147255.3540668	0	96	0.3125	2.1903
1727147255.358748	0	97	0.3438	2.2037
1727147255.3632362	0	98	0.6562	2.1290
1727147255.367816	0	99	0.5312	2.1440
1727147255.372328	0	100	0.4688	2.1408
1727147255.376735	0	101	0.4375	2.1408
