timestamp	epoch	step	accuracy	loss
1711156642.595328	0	1	0.1250	2.2902
1711156643.218229	0	2	0.1250	2.3228
1711156643.223737	0	3	0.0625	2.3435
1711156643.2271879	0	4	0.0312	2.3328
1711156643.2307642	0	5	0.0938	2.3437
1711156643.234206	0	6	0.0625	2.3044
1711156643.2379022	0	7	0.0625	2.2880
1711156643.241951	0	8	0.1250	2.3067
1711156643.245995	0	9	0.0938	2.3091
1711156643.249952	0	10	0.0625	2.2990
1711156643.253768	0	11	0.1250	2.2855
1711156643.25755	0	12	0.1250	2.3641
1711156643.261301	0	13	0.1562	2.2881
1711156643.2650838	0	14	0.0938	2.3740
1711156643.268724	0	15	0.0625	2.3168
1711156643.2733061	0	16	0.1250	2.3075
1711156643.277042	0	17	0.1562	2.3083
1711156643.280792	0	18	0.0625	2.3069
1711156643.285077	0	19	0.1250	2.2913
1711156643.2887979	0	20	0.1875	2.2350
1711156643.2927182	0	21	0.0938	2.2904
1711156643.296607	0	22	0.0938	2.3210
1711156643.300722	0	23	0.0312	2.2996
1711156643.3044019	0	24	0.1250	2.2920
1711156643.308175	0	25	0.0938	2.2889
1711156643.312095	0	26	0.1562	2.2625
1711156643.3161159	0	27	0.0625	2.3025
1711156643.3198998	0	28	0.1250	2.2943
1711156643.323709	0	29	0.0938	2.2748
1711156643.327564	0	30	0.0312	2.3158
1711156643.331282	0	31	0.0625	2.2913
1711156643.335177	0	32	0.0938	2.2884
1711156643.3389251	0	33	0.0938	2.3056
1711156643.342824	0	34	0.1875	2.2401
1711156643.346671	0	35	0.1875	2.2787
1711156643.350537	0	36	0.2500	2.2737
1711156643.354292	0	37	0.0625	2.2976
1711156643.358155	0	38	0.1875	2.2823
1711156643.36174	0	39	0.1562	2.2614
1711156643.365536	0	40	0.3750	2.2278
1711156643.3695302	0	41	0.2812	2.2558
1711156643.373548	0	42	0.2188	2.2691
1711156643.3773592	0	43	0.2188	2.2622
1711156643.381963	0	44	0.0625	2.2858
1711156643.385776	0	45	0.2500	2.2828
1711156643.389486	0	46	0.2188	2.2698
1711156643.393295	0	47	0.0938	2.2720
1711156643.397044	0	48	0.2500	2.2605
1711156643.400873	0	49	0.1875	2.2762
1711156643.40466	0	50	0.1875	2.2672
1711156643.408315	0	51	0.2500	2.2635
1711156643.412172	0	52	0.1250	2.2435
