timestamp	epoch	step	accuracy	loss
1727146610.9458072	0	1	0.0625	2.2993
1727146615.480462	0	2	0.0938	2.3068
1727146615.485857	0	3	0.1250	2.3363
1727146615.490083	0	4	0.1562	2.2928
1727146615.4941068	0	5	0.0938	2.3159
1727146615.498154	0	6	0.0000	2.3180
1727146615.502156	0	7	0.0625	2.2861
1727146615.5061362	0	8	0.0938	2.3107
1727146615.510323	0	9	0.1562	2.2964
1727146615.515009	0	10	0.0625	2.3180
1727146615.518992	0	11	0.1250	2.2279
1727146615.52315	0	12	0.0938	2.3736
1727146615.527663	0	13	0.0938	2.2935
1727146615.5333939	0	14	0.1562	2.3426
1727146615.5384982	0	15	0.0312	2.2911
1727146615.543285	0	16	0.0312	2.3187
1727146615.548057	0	17	0.1250	2.3031
1727146615.554313	0	18	0.0625	2.2911
1727146615.5603998	0	19	0.1250	2.3245
1727146615.565863	0	20	0.0938	2.2527
1727146615.572028	0	21	0.0312	2.3215
1727146615.577308	0	22	0.1250	2.3278
1727146615.5825322	0	23	0.1562	2.2788
1727146615.5880919	0	24	0.1562	2.2976
1727146615.593919	0	25	0.1562	2.2925
1727146615.599154	0	26	0.1875	2.2816
1727146615.605624	0	27	0.0625	2.3228
1727146615.610933	0	28	0.1250	2.3110
1727146615.6160798	0	29	0.0625	2.2883
1727146615.622071	0	30	0.0938	2.3365
1727146615.628992	0	31	0.0312	2.3075
1727146615.634856	0	32	0.1250	2.3055
1727146615.640227	0	33	0.0312	2.3286
1727146615.6458051	0	34	0.1562	2.2641
1727146615.652715	0	35	0.2188	2.2781
1727146615.6585228	0	36	0.2188	2.2778
1727146615.663666	0	37	0.2188	2.2933
1727146615.6690922	0	38	0.1250	2.2854
1727146615.674463	0	39	0.1562	2.2863
1727146615.6803992	0	40	0.2188	2.2469
1727146615.686652	0	41	0.1250	2.2699
1727146615.692181	0	42	0.1875	2.2846
1727146615.6986392	0	43	0.1250	2.2763
1727146615.70437	0	44	0.0625	2.2789
1727146615.70944	0	45	0.2188	2.2859
1727146615.715554	0	46	0.0625	2.2840
1727146615.722959	0	47	0.1250	2.2809
1727146615.728041	0	48	0.1875	2.2550
1727146615.734661	0	49	0.0312	2.3007
1727146615.7399628	0	50	0.0938	2.2895
1727146615.7454379	0	51	0.2188	2.2820
1727146615.7523851	0	52	0.1562	2.2626
1727146615.757937	0	53	0.2500	2.2485
1727146615.763144	0	54	0.2500	2.2623
1727146615.768805	0	55	0.2812	2.2362
1727146615.774113	0	56	0.2188	2.2776
1727146615.7802649	0	57	0.1250	2.2829
1727146615.787225	0	58	0.1250	2.2672
1727146615.7929769	0	59	0.1562	2.3049
1727146615.798284	0	60	0.2188	2.2633
1727146615.8048582	0	61	0.2188	2.2428
1727146615.811062	0	62	0.0938	2.2440
1727146615.817895	0	63	0.2188	2.2620
1727146615.8234408	0	64	0.2188	2.2556
1727146615.82872	0	65	0.2500	2.2557
1727146615.835119	0	66	0.1250	2.3182
1727146615.840318	0	67	0.3125	2.2485
1727146615.8468559	0	68	0.1875	2.2790
1727146615.8540092	0	69	0.2500	2.2916
1727146615.859723	0	70	0.3125	2.2570
1727146615.866198	0	71	0.1875	2.2986
1727146615.872691	0	72	0.0938	2.2948
1727146615.8789601	0	73	0.1250	2.2847
1727146615.8864489	0	74	0.0938	2.2835
1727146615.892302	0	75	0.1562	2.2745
1727146615.897687	0	76	0.1562	2.2673
1727146615.905078	0	77	0.1250	2.2572
1727146615.9106638	0	78	0.2188	2.2534
1727146615.917541	0	79	0.1875	2.2526
1727146615.923199	0	80	0.1875	2.3050
1727146615.928416	0	81	0.0938	2.2949
1727146615.9335191	0	82	0.0938	2.2689
1727146615.9398432	0	83	0.1562	2.2524
1727146615.9475148	0	84	0.1875	2.2639
1727146615.95385	0	85	0.1250	2.2812
1727146615.95982	0	86	0.1250	2.3068
1727146615.966669	0	87	0.1250	2.2844
1727146615.972607	0	88	0.0938	2.2855
1727146615.977995	0	89	0.2812	2.2270
1727146615.984129	0	90	0.1562	2.2898
1727146615.991148	0	91	0.4062	2.2290
1727146615.997338	0	92	0.2500	2.2510
1727146616.003017	0	93	0.2500	2.2745
1727146616.007982	0	94	0.2188	2.2514
1727146616.0135229	0	95	0.2500	2.2489
1727146616.01882	0	96	0.2188	2.2542
1727146616.0237079	0	97	0.1875	2.2382
1727146616.0283809	0	98	0.1250	2.2585
1727146616.032796	0	99	0.2812	2.2330
1727146616.038294	0	100	0.2500	2.2234
1727146616.043078	0	101	0.2500	2.2543
1727146616.048446	0	102	0.2812	2.2108
1727146616.053223	0	103	0.2812	2.1923
1727146616.058027	0	104	0.2188	2.2211
1727146616.062745	0	105	0.2500	2.2629
1727146616.0671349	0	106	0.3125	2.2293
1727146616.071771	0	107	0.2500	2.2241
